id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
38,alpaca_suri_(kemono_friends),alpaca_suri_(kemono_friends),,苏利羊驼（动物朋友）,アルパカ・スリ(けものフレンズ),"A Kemono Friends character. She is one of many ""Friends"" in Japari Park, being part of the Alpine Region.An alpaca (Vicugna pacos) of the less common Suri breed, known for their straight hair (the significantly more common Huacaya alpaca have dense and curly hair). She hosts the Japari Café.",凯莫诺朋友的角色。她是属于阿尔卑斯山地区的日本公园的许多“朋友”之一。一种不太常见的苏芮品种的羊驼（Vicugna pacos），以直发而闻名（更常见的华卡亚羊驼有浓密卷曲的头发）。她是日本咖啡馆的主人。
39,alphonse_elric,alphonse_elric,,阿尔冯斯·艾尔利克,アルフォンス・エルリック,"A character from Fullmetal Alchemist and younger brother of Edward Elric. His soul is bonded to a suit of armor. The calmer of the two, Al is tasked with keeping his brother in check. Is often mistaken as the older brother by others (much to Ed's chagrin) and for a robot by those outside the fanbase.",一个来自全金属炼金术士和爱德华·埃尔里克的弟弟的角色。他的灵魂与一套盔甲相连。作为两人中比较冷静的一个，艾尔的任务是控制他的兄弟。经常被别人误认为是哥哥（令埃德懊恼不已），被粉丝群外的人误认为是机器人。
40,altera_(fate),altera_(fate),,阿提拉(Fate),アルテラ|アルテラ(Fate),"Fate series character. The main character of Fate/Extella and a summonable Servant in Fate/Grand Order.He is a Saber-class Servant, carrying the historical name of Attila the Hun. A character of unknown origin or backstory, found by the Huns in mysterious Saharan ruins, crowned as their King of Destruction and eventually deified as the Scourge of God. He wields the sword Photon Ray.Designed by huke and voiced by Noto Mamiko.",命运系列人物。命运/埃克特拉的主人公，命运/大秩序中可召唤的仆人。他是一个军刀级仆人，有匈奴阿提拉的历史名字。匈奴人在神秘的撒哈拉废墟中发现的一个来历不明或背景不明的人物，加冕为他们的毁灭之王，最终被神化为上帝的祸害。他挥舞着光子射线之剑。由哈克设计，并由野田真子配音。
41,amagi_yukiko,amagi_yukiko,,天城雪子,天城雪子,"Voiced by: Koshimizu Ami (Japanese), Amanda Winn-Lee (English)Persona: Konohana Sakuya, Amaterasu and Sumeo-Okami of The Priestess arcanumCharacter from Persona 4. She has long black hair and blunt bangs which is kept neat with a hairband. She usually wears a serafuku and black pantyhose.",配音：Koshimizu Ami（日语），Amanda Winn Lee（英语）角色：Konohana Sakuya，Amaterasu和Sumeo Okami，来自角色4的女祭司神秘角色。她有长长的黑色头发和钝刘海，用发带保持整齐。她通常穿丝兰服和黑色连裤袜。
42,amami_haruka,amami_haruka,,天海春香,天海春香,"One of the main characters of the Idolmaster series.An excitable 16-year-old whose interests are singing and making sweets. Despite her clumsiness, her optimism and strong resolve keeps her upbeat.Haruka's theme color is red, and is voiced by Nakamura Eriko.
Age:	16 → 17
Height:	158cm
Weight:	45kg → 46kg
Birthday:	April 3rd
Blood type:	O
Three sizes:	83-56-80 → 83-56-82
Hobbies:	Baking cakes, Karaoke, Long Phone Calls
Writing Hand: 	Right
Dislikes:	Sports (likes to move her body, however)",偶像大师系列的主角之一。一个兴奋的16岁的孩子，他的兴趣是唱歌和做糖果。尽管她笨手笨脚，但她的乐观和坚定的决心使她保持乐观。Haruka的主题色是红色，由中村埃里科配音。
43,amamiya_ren,amamiya_ren,,雨宫莲,雨宮蓮|主人公(ペルソナ5)|主明,"The Persona 5 player character. Voiced by Fukuyama Jun (JP) / Xander Mobus (EN).The name used for his tag is lifted from his anime appearance as well as Persona 5: Dancing Star Night. Previously, the manga adaption gave him the name ""Kurusu Akira"".His codename among the Phantom Thieves, ""Joker"", is used as his official name in some other sources, such as his appearance in Super Smash Bros. Ultimate.The leader of the Phantom Thieves. A 16-year-old young man and second-year high school student who transfers to Shujin Academy. He seems quiet and well-mannered at first glance, but gives a completely different impression once he has donned his “phantom thief” guise. He finds residence at Cafe LeBlanc, run by Sakura Soujirou, after getting expelled from his school for being accused of assaulting a man molesting a woman.",角色5玩家角色。由福山君（JP）/桑德·莫布斯（EN）配音。他在动画中的名字和人物角色5：舞星之夜被提升。以前，漫画改编给他起了“黑奴秋田”的名字，他在幽灵盗贼中的代号“小丑”在其他一些来源被用作他的官方名称，例如他在超级粉碎兄弟终极。幻影盗贼的首领。一名16岁的青年，二年级的高中生，转学到蜀锦学院。他乍一看似乎很安静，举止端庄，但一旦他披上了“幽灵小偷”的伪装，他给人的印象却完全不同。他因被指控殴打一名男子猥亵妇女而被学校开除，在Sakura Soujirou的咖啡馆里找到了住所。
44,amanogawa_kirara,amanogawa_kirara,,天之川绮罗,天ノ川きらら,Character from Go! Princess Precure. Civilian identity of Cure Twinkle.,角色来自围棋！普雷库雷公主。治疗闪烁的平民身份。
45,amasawa_yuuko,amasawa_yuuko,,天泽勇子,天沢勇子|イサコ,"A character from Dennou Coil.She shares the main character's given name, and is referred to as ""Isako"".",一个来自Dennou Coil的角色。她和主角同名，被称为“Isako”。
46,amaterasu,amaterasu,,天照大神,アマテラス(大神),"For other usages, see Amaterasu Oomikami(disambiguation wiki)Amaterasu (天照), nicknamed Ammy by Issun, is the main protagonist of Ookami (game). In her past life she was known as Shiranui. Amaterasu is the Ōkami, the Sun Goddess to all of Nippon, and the ""origin of all that is good and mother to us all"".She wields 3 divine instruments: a reflector (shield), a rosary (string of magatama beads), and a glaive (sword).A popular practice for fans of Okami is to draw what one would assume a human Amaterasu would look like. Many variations exist.She has a son, Chibiterasu, who is the protagonist of Ookamiden.","其他用法请参见Amaterasu Oomikami（消歧wiki）Amaterasu(天照), 伊森昵称阿米，是《奥卡米》（游戏）的主角。在她过去的生活中，她被称为Shiranui。无边神是全日本的太阳女神Ōkami，是“一切美好的起源，我们所有人的母亲”。她挥舞着3种神圣的工具：反光镜（盾牌）、念珠（一串magatama珠子）和剑（剑）。对Okami的粉丝来说，一种流行的做法是画出人们认为人类无边神的样子。她有一个儿子，奇比特拉苏，他是《奥卡米登》的主人公。"
47,amazon_(dragon's_crown),amazon_(dragon's_crown),,亚马逊女战士（龙之皇冠）,アマゾン|アマゾン(ドラゴンズクラウン),,
48,america_(hetalia),america_(hetalia),,阿尔弗雷德·F·琼斯,アルフレッド・F・ジョーンズ|アルフレッド|味覚音痴コンビ|エミリー・ジョーンズ|エミリー,"""Human"" name: Alfred F. JonesGenderswap name: Emily JonesAxis Powers Hetalia's representation of the United States of America. A cheerful young man with blonde hair, blue eyes and wears glasses. Typically wears his trademark bomber-style leather jacket, and is often found scarfing burgers.Once adopted ""brother"" of United Kingdom, also ""brother"" of Canada.",“人类”的名字：阿尔弗雷德F。JonesGenderswap名称：Emily JonesAxis授权Hetalia代表美利坚合众国。一个快乐的年轻人，金发，蓝眼睛，戴着眼镜。通常穿着他标志性的轰炸机式皮夹克，经常被发现围巾汉堡。曾被收养的“兄弟”英国，也“兄弟”加拿大。
49,amiya_(arknights),amiya_(arknights),,阿米娅（明日方舟）,アーミヤ|アーミヤ(アークナイツ)|阿米娅,"Amiya, leader of Rhodes Island, will fight alongside you.A playable Caster Operator in Arknights.",阿弥亚，罗得岛的领袖，将和你并肩作战。阿肯色州一个可玩的施法者操作员。
50,anastasia_(idolmaster),anastasia_(idolmaster),,安娜斯塔西娅（偶像大师）,アナスタシア|アナスタシア(シンデレラガールズ),"Anastasia is a character for the mobile game IDOLM@STER Cinderella Girls.She is half Russian, half Japanese. As being half Russian, she usually speaks/mixes some Russian in her sentences. Due to her popularity, she was ranked second place in the 2013 Cinderella Girl election and was given a spot on THE IDOLM@STER CINDERELLA MASTER Kagayaku Sekai no Mahou, along with Kanzaki Ranko, Takagaki Kaede, Koshimizu Sachiko, and Shibuya Rin. Soon after, she was selected for the fifth CINDERELLA MASTER CD series, alongside Shirasaka Koume, Ogata Chieri, Sakuma Mayu, and Takamori Aiko. Her seiyuu is Uesaka Sumire.In the anime she is in the unit LOVE LAIKA with Nitta Minami. Later on, Kanzaki Ranko temporarily replaces Minami in the unit.",Anastasia是手机游戏的角色IDOLM@STER灰姑娘。她一半是俄国人，一半是日本人。作为一个半俄罗斯人，她通常在句子中会说一些俄语。由于她的人气，她在2013年灰姑娘选举中排名第二，并获得了一个候选人的位置IDOLM@STER灰姑娘大师Kagayaku Sekai no Mahou，以及Kanzaki Ranko、Takagaki Kaede、Koshimizu Sachiko和Shibuya Rin。不久之后，她被选为第五届灰姑娘大师CD系列，与Shirasaka Koume，绪方千里，Sakuma Mayu和Takamori Aiko。她的真命天子是上坂苏美尔。在动画片中，她是在单位爱莱卡与Nitta Minami。后来，甘崎兰科暂时代替了小米在部队。
51,anchovy_(girls_und_panzer),anchovy_(girls_und_panzer),,安丘比（少女与战车）,アンチョビ|アンチョビ(GuP)|安斎千代美|アンツィオ高校|ドゥーチェ|隊長組|ペパチョビ|まほチョビ,,
52,andou_(girls_und_panzer),andou_(girls_und_panzer),,安藤（少女与战车）,安藤|安藤(GuP)|BC自由学園|安押|チャイナ安藤,,
53,android_18,android_18,,人造人18号,人造人間18号|18号,"Character from the Dragon Ball series. The twin sister of Android 17, wife of Kuririn and mother of Marron.Originally named Lazuli (ラズリ Razuri) when she was an ordinary human, before being modified into an android by Dr. Gero.",龙珠系列人物。安卓17的孪生妹妹，库瑞林的妻子，马伦的母亲。原名拉祖利(ラズリ 当她还是一个普通人的时候，在被Gero博士改造成android之前。
54,android_21,android_21,,人造人21号,人造人間21号|21号|Android21|android21,"A female android introduced in Dragon Ball FighterZ.She has long curly brown hair and blue eyes, and wears black-framed glasses, hoop earrings, a red-and-black sleeveless checkered dress and black pantyhose, sometimes with a white labcoat and black detached sleeves.Her true form is Majin Android 21.Her original template was Dr. Gero's partner, while Android 16's template was their son, Gebo.",《龙珠争霸》中介绍的一位女性安卓。她长着棕色卷发和蓝色眼睛，戴着黑框眼镜、耳环、红黑相间的无袖方格连衣裙和黑色连裤袜，有时还穿着白色的紧身上衣和黑色的独立袖子。她的真实形象是Majin安卓21。她的原型是Gero博士的搭档，而android16的模板是他们的儿子Gebo。
